id_student,code_module,code_presentation,registration_offset_days,dropout,early_assessment_count,early_assessment_score_mean,early_assessment_score_std,early_assessment_scheduled_count,early_assessment_submission_rate
400729,BBB,2014B,-142.0,1,0,,0.0,0,0.0
401441,BBB,2014B,-80.0,0,3,84.33333333333333,4.041451884327379,3,1.0
405268,BBB,2014B,-18.0,0,3,79.0,19.313207915827967,3,1.0
406600,BBB,2014B,-59.0,0,3,73.0,23.643180835073778,3,1.0
406974,BBB,2014B,-36.0,0,3,86.33333333333333,11.930353445448855,3,1.0
407545,BBB,2014B,-31.0,1,2,87.5,17.67766952966369,3,0.6666666666666666
408469,BBB,2014B,-52.0,1,1,74.0,0.0,3,0.3333333333333333
408581,BBB,2014B,-29.0,0,3,83.0,19.974984355438178,3,1.0
411895,BBB,2014B,-131.0,0,3,65.33333333333333,12.858201014657276,3,1.0
412156,BBB,2014B,-23.0,1,0,,0.0,0,0.0
415298,BBB,2014B,-136.0,0,0,,0.0,0,0.0
417263,BBB,2014B,-75.0,0,3,85.66666666666667,12.503332889007366,3,1.0
417684,BBB,2014B,-29.0,0,3,91.33333333333333,7.571877794400367,3,1.0
420641,BBB,2014B,-137.0,1,0,,0.0,0,0.0
420663,BBB,2014B,-102.0,0,3,67.33333333333333,7.505553499465133,3,1.0
421326,BBB,2014B,-61.0,0,3,77.0,19.924858845171276,3,1.0
421992,BBB,2014B,-82.0,0,3,86.66666666666667,11.71893055416463,3,1.0
423652,BBB,2014B,-29.0,0,3,88.33333333333333,11.503622617824933,3,1.0
424014,BBB,2014B,-17.0,0,3,81.33333333333333,2.309401076758502,3,1.0
424659,BBB,2014B,-110.0,1,0,,0.0,0,0.0
424863,BBB,2014B,-52.0,0,1,60.0,0.0,3,0.3333333333333333
429099,BBB,2014B,-192.0,0,3,87.0,11.269427669584644,3,1.0
429417,BBB,2014B,-52.0,0,3,83.33333333333333,14.433756729740647,3,1.0
429777,BBB,2014B,-32.0,1,2,69.0,15.556349186104045,3,0.6666666666666666
430002,BBB,2014B,-114.0,0,0,,0.0,0,0.0
432480,BBB,2014B,-110.0,0,3,73.0,6.557438524302,3,1.0
435057,BBB,2014B,-120.0,0,0,,0.0,0,0.0
435282,BBB,2014B,-88.0,0,3,62.666666666666664,32.57811126098831,3,1.0
437171,BBB,2014B,-100.0,0,3,79.66666666666667,19.55334583474995,3,1.0
437565,BBB,2014B,-41.0,0,3,82.66666666666667,21.221058723196006,3,1.0
438775,BBB,2014B,-94.0,1,1,57.0,0.0,3,0.3333333333333333
439109,BBB,2014B,-29.0,0,3,76.0,3.605551275463989,3,1.0
439710,BBB,2014B,-146.0,0,3,93.66666666666667,5.5075705472861,3,1.0
439925,BBB,2014B,-72.0,1,0,,0.0,0,0.0
440075,BBB,2014B,-92.0,1,0,,0.0,0,0.0
440664,BBB,2014B,-67.0,1,0,,0.0,0,0.0
442497,BBB,2014B,-52.0,0,2,59.0,12.727922061357855,3,0.6666666666666666
444221,BBB,2014B,-65.0,1,3,83.66666666666667,14.22439219556791,3,1.0
444561,BBB,2014B,-184.0,0,3,90.33333333333333,8.386497083606086,3,1.0
444858,BBB,2014B,-36.0,0,3,72.0,7.211102550927978,3,1.0
444872,BBB,2014B,-36.0,0,3,86.66666666666667,11.547005383792513,3,1.0
445136,BBB,2014B,-32.0,1,2,89.5,14.849242404917497,3,0.6666666666666666
445415,BBB,2014B,-153.0,0,3,84.33333333333333,14.011899704655804,3,1.0
445494,BBB,2014B,-31.0,0,3,80.33333333333333,6.506407098647712,3,1.0
446296,BBB,2014B,-11.0,0,2,93.5,9.192388155425117,3,0.6666666666666666
446650,BBB,2014B,-61.0,0,3,56.666666666666664,6.658328118479393,3,1.0
446755,BBB,2014B,-138.0,0,3,90.0,8.888194417315589,3,1.0
447184,BBB,2014B,-53.0,0,3,80.0,18.027756377319946,3,1.0
447265,BBB,2014B,-32.0,0,3,84.66666666666667,14.189197769195173,3,1.0
447292,BBB,2014B,4.0,0,3,78.33333333333333,18.929694486000916,3,1.0
465369,BBB,2014B,-279.0,0,3,71.0,7.937253933193772,3,1.0
466248,BBB,2014B,-67.0,1,0,,0.0,0,0.0
466377,BBB,2014B,-51.0,1,3,88.33333333333333,10.408329997330666,3,1.0
466856,BBB,2014B,-36.0,0,3,78.66666666666667,18.90326250501043,3,1.0
467100,BBB,2014B,-94.0,0,3,86.0,18.520259177452136,3,1.0
467303,BBB,2014B,-36.0,0,3,70.33333333333333,11.239810200058246,3,1.0
467580,BBB,2014B,-88.0,0,3,78.33333333333333,19.85782801147531,3,1.0
468349,BBB,2014B,-51.0,0,3,79.66666666666667,17.61628034896508,3,1.0
468529,BBB,2014B,-87.0,1,3,82.0,15.588457268119896,3,1.0
469177,BBB,2014B,-145.0,0,3,88.0,12.0,3,1.0
469664,BBB,2014B,-22.0,1,0,,0.0,0,0.0
470113,BBB,2014B,-2.0,0,3,85.0,13.228756555322953,3,1.0
470331,BBB,2014B,-53.0,1,3,86.0,13.527749258468683,3,1.0
470693,BBB,2014B,-32.0,0,3,90.33333333333333,8.386497083606086,3,1.0
471157,BBB,2014B,-50.0,0,0,,0.0,0,0.0
471925,BBB,2014B,-100.0,0,3,76.66666666666667,20.305992547357373,3,1.0
473095,BBB,2014B,-32.0,1,3,79.0,19.0,3,1.0
473509,BBB,2014B,-69.0,0,1,77.0,0.0,3,0.3333333333333333
474607,BBB,2014B,-137.0,0,2,40.0,8.48528137423857,3,0.6666666666666666
475631,BBB,2014B,-15.0,1,0,,0.0,0,0.0
475981,BBB,2014B,-284.0,0,3,81.33333333333333,20.744477176668816,3,1.0
476037,BBB,2014B,-122.0,0,2,60.0,16.97056274847714,3,0.6666666666666666
477779,BBB,2014B,-24.0,0,3,76.33333333333333,22.18858565419016,3,1.0
478242,BBB,2014B,-23.0,0,3,77.66666666666667,3.214550253664317,3,1.0
478317,BBB,2014B,-87.0,0,3,73.0,24.55605831561735,3,1.0
479738,BBB,2014B,-107.0,0,3,70.0,9.16515138991168,3,1.0
480372,BBB,2014B,-51.0,0,3,75.0,21.656407827707714,3,1.0
480924,BBB,2014B,-78.0,1,0,,0.0,0,0.0
481150,BBB,2014B,-29.0,0,3,90.0,8.888194417315589,3,1.0
481947,BBB,2014B,-48.0,0,1,70.0,0.0,3,0.3333333333333333
483031,BBB,2014B,-76.0,0,3,76.66666666666667,5.773502691896256,3,1.0
483411,BBB,2014B,-99.0,0,0,,0.0,0,0.0
483468,BBB,2014B,-120.0,0,3,86.0,12.165525060596439,3,1.0
483485,BBB,2014B,-12.0,0,3,80.0,17.349351572897472,3,1.0
483921,BBB,2014B,-146.0,0,3,73.33333333333333,23.86070689089771,3,1.0
484351,BBB,2014B,-131.0,1,0,,0.0,0,0.0
484446,BBB,2014B,-129.0,1,0,,0.0,0,0.0
484821,BBB,2014B,-127.0,0,0,,0.0,0,0.0
484983,BBB,2014B,-29.0,1,3,84.0,14.177446878757825,3,1.0
485180,BBB,2014B,-71.0,0,3,79.66666666666667,5.507570547286102,3,1.0
485262,BBB,2014B,-29.0,0,3,87.66666666666667,12.503332889007366,3,1.0
485675,BBB,2014B,-50.0,0,2,75.5,34.64823227814083,3,0.6666666666666666
485980,BBB,2014B,-32.0,0,3,71.0,25.238858928247925,3,1.0
486994,BBB,2014B,-41.0,0,3,93.33333333333333,5.859465277082317,3,1.0
487002,BBB,2014B,-36.0,0,3,88.66666666666667,9.814954576223636,3,1.0
487226,BBB,2014B,-151.0,1,0,,0.0,0,0.0
487386,BBB,2014B,-51.0,1,0,,0.0,0,0.0
487543,BBB,2014B,-115.0,0,3,70.66666666666667,25.890796305508513,3,1.0
487573,BBB,2014B,-122.0,1,0,,0.0,0,0.0
489198,BBB,2014B,-24.0,0,2,87.0,9.899494936611665,3,0.6666666666666666
490391,BBB,2014B,-58.0,0,3,82.33333333333333,15.695009822658074,3,1.0
491114,BBB,2014B,-36.0,1,0,,0.0,0,0.0
492468,BBB,2014B,-95.0,1,0,,0.0,0,0.0
492895,BBB,2014B,-71.0,1,3,92.0,9.848857801796104,3,1.0
492928,BBB,2014B,-64.0,0,3,73.0,23.515952032609693,3,1.0
493559,BBB,2014B,-32.0,0,3,83.0,16.09347693943108,3,1.0
494896,BBB,2014B,-58.0,0,3,79.33333333333333,18.876793513023696,3,1.0
494948,BBB,2014B,-89.0,1,0,,0.0,0,0.0
495324,BBB,2014B,-32.0,1,1,59.0,0.0,3,0.3333333333333333
495876,BBB,2014B,-24.0,0,1,80.0,0.0,3,0.3333333333333333
495958,BBB,2014B,-60.0,1,0,,0.0,0,0.0
496547,BBB,2014B,-86.0,1,0,,0.0,0,0.0
497872,BBB,2014B,-32.0,1,1,62.0,0.0,3,0.3333333333333333
499952,BBB,2014B,-87.0,1,0,,0.0,0,0.0
500279,BBB,2014B,-31.0,0,1,57.0,0.0,3,0.3333333333333333
500395,BBB,2014B,-29.0,1,3,73.66666666666667,6.0277137733417065,3,1.0
501095,BBB,2014B,-31.0,0,3,97.33333333333333,2.516611478423585,3,1.0
504352,BBB,2014B,-54.0,0,3,65.66666666666667,9.81495457622364,3,1.0
504393,BBB,2014B,-85.0,1,0,,0.0,0,0.0
504967,BBB,2014B,-116.0,0,3,71.33333333333333,8.082903768654763,3,1.0
505151,BBB,2014B,-60.0,1,1,40.0,0.0,3,0.3333333333333333
505248,BBB,2014B,-72.0,1,1,81.0,0.0,3,0.3333333333333333
505899,BBB,2014B,-36.0,0,3,74.0,22.538855339169288,3,1.0
506622,BBB,2014B,-36.0,0,3,85.66666666666667,12.662279942148384,3,1.0
506650,BBB,2014B,-88.0,0,3,65.0,31.0,3,1.0
507009,BBB,2014B,-124.0,1,0,,0.0,0,0.0
507817,BBB,2014B,-64.0,1,0,,0.0,0,0.0
507983,BBB,2014B,-80.0,0,3,64.66666666666667,21.571586249817912,3,1.0
508100,BBB,2014B,-17.0,0,3,80.33333333333333,7.505553499465135,3,1.0
508400,BBB,2014B,-82.0,0,3,76.66666666666667,22.54624876411447,3,1.0
508470,BBB,2014B,-97.0,0,3,80.33333333333333,17.039170558842745,3,1.0
508940,BBB,2014B,-36.0,0,3,71.66666666666667,24.94660965609021,3,1.0
509696,BBB,2014B,-17.0,0,3,75.33333333333333,21.385353243127255,3,1.0
510141,BBB,2014B,-100.0,0,3,65.66666666666667,12.897028081435401,3,1.0
511238,BBB,2014B,-75.0,1,0,,0.0,0,0.0
511469,BBB,2014B,-123.0,1,0,,0.0,0,0.0
511506,BBB,2014B,-80.0,0,1,100.0,0.0,3,0.3333333333333333
511901,BBB,2014B,-229.0,0,2,75.5,7.7781745930520225,3,0.6666666666666666
512118,BBB,2014B,-148.0,1,3,84.0,14.0,3,1.0
513077,BBB,2014B,-32.0,0,3,36.0,14.422205101855956,3,1.0
514031,BBB,2014B,-32.0,0,3,84.33333333333333,14.294521094927713,3,1.0
515648,BBB,2014B,-82.0,1,0,,0.0,0,0.0
516601,BBB,2014B,-18.0,0,3,77.66666666666667,20.404247923737184,3,1.0
517075,BBB,2014B,-221.0,1,0,,0.0,0,0.0
517679,BBB,2014B,-151.0,0,3,83.33333333333333,17.009801096230767,3,1.0
518711,BBB,2014B,-64.0,0,1,35.0,0.0,3,0.3333333333333333
519078,BBB,2014B,-99.0,0,3,86.33333333333333,15.821925715074425,3,1.0
519084,BBB,2014B,-75.0,0,1,83.0,0.0,3,0.3333333333333333
519859,BBB,2014B,-148.0,0,3,88.33333333333333,10.408329997330666,3,1.0
521671,BBB,2014B,-29.0,0,0,,0.0,0,0.0
521957,BBB,2014B,20.0,1,3,54.333333333333336,4.932882862316246,3,1.0
522087,BBB,2014B,-24.0,0,3,88.66666666666667,10.01665280087781,3,1.0
523021,BBB,2014B,-47.0,1,3,74.0,6.557438524302,3,1.0
523247,BBB,2014B,-32.0,0,3,86.0,13.527749258468683,3,1.0
524290,BBB,2014B,-82.0,0,3,80.0,1.0,3,1.0
525027,BBB,2014B,-64.0,1,1,77.0,0.0,3,0.3333333333333333
525942,BBB,2014B,-24.0,0,3,84.0,15.524174696260024,3,1.0
526285,BBB,2014B,-54.0,0,3,80.66666666666667,16.86218649325565,3,1.0
526948,BBB,2014B,-72.0,1,0,,0.0,0,0.0
529438,BBB,2014B,-78.0,0,3,71.66666666666667,24.542480178933285,3,1.0
529439,BBB,2014B,-32.0,0,0,,0.0,0,0.0
529705,BBB,2014B,-117.0,1,0,,0.0,0,0.0
531290,BBB,2014B,-32.0,1,0,,0.0,0,0.0
531755,BBB,2014B,-114.0,0,3,70.0,26.0,3,1.0
532274,BBB,2014B,-69.0,0,3,71.0,25.15949125081825,3,1.0
532468,BBB,2014B,-29.0,1,0,,0.0,0,0.0
532617,BBB,2014B,-89.0,0,3,78.66666666666667,18.71719352182194,3,1.0
533077,BBB,2014B,-59.0,0,3,93.0,6.082762530298219,3,1.0
533210,BBB,2014B,-123.0,0,3,87.33333333333333,11.15048578911849,3,1.0
533527,BBB,2014B,-125.0,0,3,91.33333333333333,8.082903768654763,3,1.0
534143,BBB,2014B,-52.0,0,3,75.66666666666667,21.221058723196006,3,1.0
534163,BBB,2014B,-117.0,0,3,77.0,3.605551275463989,3,1.0
534428,BBB,2014B,-320.0,1,0,,0.0,0,0.0
534830,BBB,2014B,-100.0,1,0,,0.0,0,0.0
535077,BBB,2014B,-24.0,0,3,82.66666666666667,15.044378795195675,3,1.0
535462,BBB,2014B,-131.0,0,3,76.0,21.37755832643195,3,1.0
535506,BBB,2014B,-51.0,0,3,90.33333333333333,8.386497083606086,3,1.0
535548,BBB,2014B,-127.0,0,3,78.33333333333333,18.929694486000916,3,1.0
536286,BBB,2014B,-52.0,0,3,81.66666666666667,16.502525059315417,3,1.0
536629,BBB,2014B,-151.0,0,3,86.33333333333333,14.011899704655804,3,1.0
536805,BBB,2014B,-41.0,0,3,78.66666666666667,1.5275252316519452,3,1.0
537077,BBB,2014B,-32.0,0,3,75.33333333333333,22.810816147900834,3,1.0
537171,BBB,2014B,-29.0,0,3,83.66666666666667,16.010413278030434,3,1.0
537373,BBB,2014B,-60.0,0,3,77.66666666666667,19.655363983740756,3,1.0
537605,BBB,2014B,-137.0,0,1,63.0,0.0,3,0.3333333333333333
537698,BBB,2014B,-99.0,0,3,63.333333333333336,5.773502691896258,3,1.0
538196,BBB,2014B,-29.0,1,2,92.0,11.313708498984761,3,0.6666666666666666
539675,BBB,2014B,-125.0,0,3,79.66666666666667,20.008331597945222,3,1.0
539894,BBB,2014B,-94.0,0,3,84.33333333333333,16.56301099840646,3,1.0
540558,BBB,2014B,-32.0,0,3,91.0,9.0,3,1.0
541769,BBB,2014B,-78.0,0,3,67.33333333333333,30.353473167552565,3,1.0
542456,BBB,2014B,-179.0,1,0,,0.0,0,0.0
542466,BBB,2014B,-32.0,0,3,73.66666666666667,23.45918441321721,3,1.0
542547,BBB,2014B,-50.0,0,3,83.0,14.730919862656235,3,1.0
542562,BBB,2014B,-225.0,1,0,,0.0,0,0.0
543963,BBB,2014B,-61.0,1,1,72.0,0.0,3,0.3333333333333333
544050,BBB,2014B,-80.0,0,0,,0.0,0,0.0
544430,BBB,2014B,-1.0,0,0,,0.0,0,0.0
545146,BBB,2014B,-53.0,0,3,78.0,19.157244060668017,3,1.0
545160,BBB,2014B,-31.0,1,0,,0.0,0,0.0
545196,BBB,2014B,-34.0,0,3,78.66666666666667,18.71719352182194,3,1.0
545223,BBB,2014B,-121.0,0,3,59.333333333333336,1.154700538379251,3,1.0
545254,BBB,2014B,-29.0,0,3,64.66666666666667,14.571661996262927,3,1.0
546202,BBB,2014B,-29.0,0,3,74.0,22.538855339169288,3,1.0
546302,BBB,2014B,-36.0,0,1,63.0,0.0,3,0.3333333333333333
547018,BBB,2014B,-29.0,0,3,79.66666666666667,18.44812546936228,3,1.0
547268,BBB,2014B,-35.0,1,0,,0.0,0,0.0
547487,BBB,2014B,-32.0,0,3,97.33333333333333,2.516611478423585,3,1.0
547556,BBB,2014B,-125.0,0,3,78.33333333333333,18.77054430040145,3,1.0
548296,BBB,2014B,-131.0,0,3,60.0,6.0,3,1.0
548445,BBB,2014B,-50.0,0,3,77.0,3.605551275463989,3,1.0
548578,BBB,2014B,-89.0,1,0,,0.0,0,0.0
548844,BBB,2014B,-135.0,0,3,65.0,31.22498999199199,3,1.0
549078,BBB,2014B,-68.0,0,2,38.0,4.242640687119285,3,0.6666666666666666
549087,BBB,2014B,-143.0,0,0,,0.0,0,0.0
549190,BBB,2014B,-31.0,0,3,86.33333333333333,11.930353445448855,3,1.0
549892,BBB,2014B,-43.0,1,3,74.66666666666667,22.143471573656495,3,1.0
550269,BBB,2014B,-32.0,0,3,77.33333333333333,19.65536398374076,3,1.0
551053,BBB,2014B,-168.0,0,3,62.333333333333336,19.139836293274122,3,1.0
551252,BBB,2014B,-156.0,0,3,95.66666666666667,5.131601439446882,3,1.0
551515,BBB,2014B,-115.0,0,3,81.0,16.522711641858304,3,1.0
551718,BBB,2014B,-29.0,0,3,66.66666666666667,29.955522584881294,3,1.0
551953,BBB,2014B,-29.0,0,3,79.0,18.24828759089466,3,1.0
552025,BBB,2014B,-36.0,0,3,83.0,14.933184523068078,3,1.0
552656,BBB,2014B,-151.0,1,1,40.0,0.0,3,0.3333333333333333
552896,BBB,2014B,-85.0,1,3,84.0,3.605551275463989,3,1.0
552931,BBB,2014B,-52.0,1,0,,0.0,0,0.0
553000,BBB,2014B,-81.0,1,0,,0.0,0,0.0
553437,BBB,2014B,-47.0,0,1,91.0,0.0,3,0.3333333333333333
553733,BBB,2014B,-86.0,0,3,64.33333333333333,23.544284515213736,3,1.0
553807,BBB,2014B,-100.0,0,3,77.33333333333333,20.256686138984666,3,1.0
553808,BBB,2014B,-32.0,0,3,83.0,15.132745950421556,3,1.0
554004,BBB,2014B,-120.0,0,3,79.33333333333333,19.218047073866103,3,1.0
554766,BBB,2014B,-85.0,1,0,,0.0,0,0.0
554969,BBB,2014B,-97.0,0,3,87.33333333333333,12.50333288900737,3,1.0
555015,BBB,2014B,-92.0,0,3,88.33333333333333,11.503622617824933,3,1.0
555603,BBB,2014B,-59.0,1,0,,0.0,0,0.0
555720,BBB,2014B,-124.0,0,2,45.0,35.35533905932738,3,0.6666666666666666
555860,BBB,2014B,-29.0,0,2,52.5,3.5355339059327378,3,0.6666666666666666
555994,BBB,2014B,-31.0,0,2,87.5,17.67766952966369,3,0.6666666666666666
556012,BBB,2014B,-24.0,0,2,70.0,7.0710678118654755,3,0.6666666666666666
556853,BBB,2014B,-67.0,0,3,71.66666666666667,24.542480178933285,3,1.0
556877,BBB,2014B,3.0,0,2,88.0,16.97056274847714,3,0.6666666666666666
557029,BBB,2014B,-116.0,0,3,71.33333333333333,7.571877794400367,3,1.0
557351,BBB,2014B,-102.0,0,3,78.0,19.697715603592208,3,1.0
558084,BBB,2014B,-72.0,0,3,92.0,7.54983443527075,3,1.0
558595,BBB,2014B,-65.0,0,3,82.0,16.3707055437449,3,1.0
558702,BBB,2014B,-200.0,1,0,,0.0,0,0.0
558921,BBB,2014B,-79.0,0,3,92.33333333333333,7.094598884597589,3,1.0
559065,BBB,2014B,-82.0,0,0,,0.0,0,0.0
559090,BBB,2014B,-53.0,1,1,54.0,0.0,3,0.3333333333333333
559336,BBB,2014B,-74.0,0,3,83.0,14.730919862656235,3,1.0
559381,BBB,2014B,-102.0,0,3,72.66666666666667,8.736894948054104,3,1.0
559467,BBB,2014B,-29.0,0,3,82.33333333333333,15.695009822658074,3,1.0
559573,BBB,2014B,-60.0,0,3,83.0,15.394804318340652,3,1.0
559831,BBB,2014B,-35.0,0,3,78.33333333333333,18.929694486000916,3,1.0
559861,BBB,2014B,-27.0,0,3,89.33333333333333,10.066445913694334,3,1.0
560117,BBB,2014B,-64.0,0,3,78.0,19.697715603592208,3,1.0
560238,BBB,2014B,-88.0,0,3,87.66666666666667,14.29452109492771,3,1.0
560335,BBB,2014B,-35.0,0,3,80.33333333333333,17.097758137642884,3,1.0
560536,BBB,2014B,-24.0,0,3,62.666666666666664,7.371114795831994,3,1.0
560636,BBB,2014B,-24.0,1,0,,0.0,0,0.0
560920,BBB,2014B,-78.0,1,1,75.0,0.0,3,0.3333333333333333
561060,BBB,2014B,-89.0,0,3,77.33333333333333,12.220201853215574,3,1.0
561061,BBB,2014B,-211.0,0,3,88.33333333333333,10.21436896402971,3,1.0
561674,BBB,2014B,-31.0,0,0,,0.0,0,0.0
561953,BBB,2014B,-31.0,0,3,77.66666666666667,2.081665999466131,3,1.0
561978,BBB,2014B,-110.0,0,3,80.0,17.776388834631177,3,1.0
562139,BBB,2014B,-29.0,1,0,,0.0,0,0.0
562267,BBB,2014B,-24.0,1,0,,0.0,0,0.0
562438,BBB,2014B,-111.0,1,0,,0.0,0,0.0
562642,BBB,2014B,-64.0,0,0,,0.0,0,0.0
562643,BBB,2014B,-31.0,1,2,64.0,19.79898987322333,3,0.6666666666666666
562783,BBB,2014B,-15.0,1,3,80.66666666666667,20.599352740640498,3,1.0
562857,BBB,2014B,-75.0,0,3,76.33333333333333,20.50203241957571,3,1.0
563413,BBB,2014B,-124.0,0,3,84.0,17.69180601295413,3,1.0
563487,BBB,2014B,-67.0,0,3,74.33333333333333,23.158871590242335,3,1.0
563754,BBB,2014B,-89.0,0,3,75.33333333333333,7.234178138070236,3,1.0
563822,BBB,2014B,-88.0,0,0,,0.0,0,0.0
563945,BBB,2014B,-65.0,1,0,,0.0,0,0.0
563986,BBB,2014B,-143.0,0,3,73.66666666666667,22.941955743426348,3,1.0
563987,BBB,2014B,-124.0,0,3,74.33333333333333,4.93288286231625,3,1.0
564409,BBB,2014B,-138.0,0,3,89.33333333333333,9.291573243177572,3,1.0
564460,BBB,2014B,-61.0,1,0,,0.0,0,0.0
564810,BBB,2014B,-134.0,1,0,,0.0,0,0.0
564906,BBB,2014B,-106.0,0,3,69.0,7.810249675906654,3,1.0
565008,BBB,2014B,-107.0,1,0,,0.0,0,0.0
565009,BBB,2014B,-261.0,0,3,80.0,17.320508075688775,3,1.0
565344,BBB,2014B,-53.0,0,3,78.66666666666667,19.425069712444618,3,1.0
565402,BBB,2014B,-27.0,1,1,65.0,0.0,3,0.3333333333333333
565869,BBB,2014B,-24.0,0,3,79.66666666666667,17.67295485574875,3,1.0
565988,BBB,2014B,-100.0,0,1,75.0,0.0,3,0.3333333333333333
566181,BBB,2014B,-113.0,0,3,52.333333333333336,25.423086620891123,3,1.0
566669,BBB,2014B,-36.0,0,3,85.0,14.106735979665885,3,1.0
567048,BBB,2014B,-136.0,0,3,72.33333333333333,24.21432083155201,3,1.0
567059,BBB,2014B,-73.0,0,3,77.33333333333333,19.65536398374076,3,1.0
567273,BBB,2014B,-76.0,1,0,,0.0,0,0.0
567757,BBB,2014B,-53.0,0,3,87.66666666666667,10.785793124908956,3,1.0
567889,BBB,2014B,-32.0,0,3,79.66666666666667,18.44812546936228,3,1.0
567963,BBB,2014B,-52.0,0,3,74.0,8.717797887081348,3,1.0
568042,BBB,2014B,-153.0,0,1,40.0,0.0,3,0.3333333333333333
568370,BBB,2014B,21.0,0,3,82.66666666666667,15.307950004273376,3,1.0
568559,BBB,2014B,-71.0,0,3,76.0,20.808652046684813,3,1.0
568968,BBB,2014B,-32.0,0,3,71.0,25.357444666211933,3,1.0
569074,BBB,2014B,-89.0,1,3,76.33333333333333,20.792626898334262,3,1.0
569199,BBB,2014B,-89.0,1,0,,0.0,0,0.0
569225,BBB,2014B,-31.0,0,3,81.0,6.557438524302,3,1.0
569660,BBB,2014B,-156.0,1,0,,0.0,0,0.0
569663,BBB,2014B,-36.0,0,3,86.66666666666667,16.65332799572906,3,1.0
569664,BBB,2014B,-51.0,0,3,68.0,12.165525060596439,3,1.0
569761,BBB,2014B,-29.0,0,3,86.0,12.165525060596439,3,1.0
569864,BBB,2014B,-29.0,0,3,60.0,0.0,3,1.0
569970,BBB,2014B,-18.0,0,3,73.66666666666667,5.686240703077325,3,1.0
570031,BBB,2014B,-15.0,0,3,86.0,14.0,3,1.0
570133,BBB,2014B,-65.0,1,0,,0.0,0,0.0
570177,BBB,2014B,-75.0,0,0,,0.0,0,0.0
570186,BBB,2014B,-67.0,1,3,83.33333333333333,14.433756729740647,3,1.0
570239,BBB,2014B,-89.0,0,3,83.33333333333333,14.742229591663989,3,1.0
570437,BBB,2014B,-47.0,0,3,87.66666666666667,10.969655114602887,3,1.0
570627,BBB,2014B,-52.0,0,3,91.66666666666667,7.637626158259732,3,1.0
570721,BBB,2014B,-321.0,1,0,,0.0,0,0.0
571223,BBB,2014B,-24.0,0,3,85.0,13.0,3,1.0
571540,BBB,2014B,-32.0,0,3,82.66666666666667,15.044378795195675,3,1.0
571614,BBB,2014B,-108.0,0,3,66.0,15.0996688705415,3,1.0
571732,BBB,2014B,-322.0,1,0,,0.0,0,0.0
571880,BBB,2014B,-66.0,0,3,80.0,17.349351572897472,3,1.0
571897,BBB,2014B,-74.0,0,3,84.0,13.892443989449804,3,1.0
571954,BBB,2014B,-110.0,0,3,76.33333333333333,20.550750189064473,3,1.0
572187,BBB,2014B,-82.0,0,3,90.0,9.539392014169456,3,1.0
572290,BBB,2014B,-73.0,0,3,94.0,6.557438524302,3,1.0
572370,BBB,2014B,-23.0,1,0,,0.0,0,0.0
572378,BBB,2014B,-207.0,1,0,,0.0,0,0.0
572987,BBB,2014B,-215.0,1,0,,0.0,0,0.0
573000,BBB,2014B,-73.0,1,0,,0.0,0,0.0
573108,BBB,2014B,-72.0,1,3,85.0,4.358898943540674,3,1.0
573323,BBB,2014B,-123.0,0,3,87.33333333333333,11.015141094572206,3,1.0
573488,BBB,2014B,-23.0,0,3,49.0,10.14889156509222,3,1.0
573496,BBB,2014B,-141.0,0,3,90.66666666666667,8.144527815247075,3,1.0
573806,BBB,2014B,-51.0,0,3,80.66666666666667,16.772994167212165,3,1.0
573824,BBB,2014B,-138.0,1,3,83.0,14.798648586948742,3,1.0
573851,BBB,2014B,-17.0,0,3,76.0,21.93171219946131,3,1.0
573853,BBB,2014B,-95.0,0,3,60.333333333333336,0.5773502691896263,3,1.0
574057,BBB,2014B,-61.0,0,0,,0.0,0,0.0
574264,BBB,2014B,-32.0,1,0,,0.0,0,0.0
574553,BBB,2014B,-127.0,1,0,,0.0,0,0.0
574569,BBB,2014B,-227.0,0,3,74.0,22.538855339169288,3,1.0
574748,BBB,2014B,-102.0,1,0,,0.0,0,0.0
574935,BBB,2014B,-35.0,1,1,73.0,0.0,3,0.3333333333333333
574944,BBB,2014B,-73.0,1,3,84.0,14.0,3,1.0
575251,BBB,2014B,-61.0,1,2,58.5,2.1213203435596424,3,0.6666666666666666
575602,BBB,2014B,-248.0,0,3,62.666666666666664,15.143755588800731,3,1.0
575680,BBB,2014B,-81.0,0,3,79.33333333333333,18.876793513023696,3,1.0
575980,BBB,2014B,-31.0,1,1,72.0,0.0,3,0.3333333333333333
575990,BBB,2014B,-109.0,1,1,46.0,0.0,3,0.3333333333333333
576179,BBB,2014B,-268.0,1,0,,0.0,0,0.0
576375,BBB,2014B,-284.0,0,3,83.66666666666667,14.843629385474877,3,1.0
576738,BBB,2014B,-258.0,0,3,92.33333333333333,6.806859285554047,3,1.0
577170,BBB,2014B,-137.0,0,0,,0.0,0,0.0
577304,BBB,2014B,-86.0,0,1,100.0,0.0,3,0.3333333333333333
577527,BBB,2014B,-89.0,0,3,79.66666666666667,20.502032419575706,3,1.0
577676,BBB,2014B,-29.0,0,3,77.66666666666667,19.5021366350801,3,1.0
577905,BBB,2014B,-12.0,0,1,51.0,0.0,3,0.3333333333333333
578003,BBB,2014B,-29.0,0,3,69.33333333333333,10.066445913694334,3,1.0
578282,BBB,2014B,-131.0,0,3,80.66666666666667,17.009801096230763,3,1.0
